document,line,category,text
planner-132-actual.txt,94,F,"EMA200: [29629.8439, 29629.2633, 29628.7582, 29628.2009, 29627.2586, 29626.3282, 29625.3050, 29624.2622, 29623.0307, 29622.0130, 29620.9059, 29619.8148, 29618.8813, 29617.9447, 29617.1716, 29616.1973, 29614.9963, 29613.8670, 29612.7390, 29611.6545]
"
planner-132-actual.txt,95,F,"RSI14: [42.1821, 41.3228, 43.0713, 41.9651, 35.3004, 35.3708, 33.7493, 33.2685, 30.1819, 36.5961, 34.8914, 35.0543, 39.8365, 39.5706, 44.5164, 39.7675, 35.1948, 37.1606, 36.9594, 38.1320]
"
planner-132-actual.txt,96,F,"ATR14: 27.3621
"
planner-132-actual.txt,97,F,"### 5m
"
planner-132-actual.txt,98,F,"EMA50: [29620.3601, 29623.1401, 29624.9189, 29625.6770, 29626.5622, 29625.5696, 29624.4100, 29623.2861, 29620.7650, 29619.4801, 29616.1084, 29611.9865, 29608.2517, 29604.8203, 29601.3469, 29598.3921, 29596.1121, 29592.3920, 29588.8766, 29585.5383]
"
planner-132-actual.txt,99,F,"EMA200: [29587.2895, 29588.3239, 29589.1217, 29589.6702, 29590.2531, 29590.3625, 29590.4186, 29590.4717, 29590.1585, 29590.1371, 29589.5735, 29588.7917, 29588.0748, 29587.4049, 29586.6969, 29586.0930, 29585.6368, 29584.7972, 29583.9808, 29583.1825]
"
planner-132-actual.txt,100,F,"RSI14: [61.6319, 66.6102, 60.5043, 54.7437, 55.4964, 45.8478, 44.9085, 44.8614, 38.4700, 45.1151, 37.0229, 34.2885, 35.5976, 36.5446, 35.9050, 38.4200, 42.0021, 35.8549, 36.2414, 36.5160]
"
planner-132-actual.txt,101,F,"ATR14: 36.3706
"
planner-132-actual.txt,102,F,"
"
planner-132-actual.txt,103,I,"## VOID breakdown levels (a close came back across since the break, THIS session day — the write-site validator REFUSES a waterfall play at these)
"
planner-132-actual.txt,104,F,- CHOP (broken and reclaimed both ways this session): 29533.94 · 29553.75 · 29585.00 · 29597.25 · 29601.00 · 29635.00 (6 of 12 seated)
planner-132-actual.txt,104,I," — waterfall plays at these will be refused; prefer touch/fade plays there.
"
planner-132-actual.txt,105,I,"- do NOT author breakdown_continue or breakup_continue at these prices. Any other condition is legal there.
"
planner-132-actual.txt,106,F,"
"
planner-132-actual.txt,107,F,"## Minimum stop distance this cycle
"
planner-132-actual.txt,108,F,"54.6 pts (1.5×ATR5m 36.37, resolved)."
planner-132-actual.txt,108,I," Stops tighter than this are WIDENED by the executor before the R:R gate sees them — author stops AND targets consistent with it, or your R:R will not survive the widening.
"
planner-132-actual.txt,109,F,"
"
planner-132-actual.txt,110,F,"## Waterfall displacement floor this cycle
"
planner-132-actual.txt,111,F,"36.4 pts (1.0×ATR5m 36.37, resolved)."
planner-132-actual.txt,111,I," A breakdown_continue / breakup_continue authored at a level whose MEASURED displacement is below this is REFUSED at write.
"
planner-132-actual.txt,112,F,"
"
planner-132-actual.txt,113,F,"## Measured displacement per level (floor 36.4 pts)
"
planner-132-actual.txt,114,F,"  29075.00 PDL — 645.00 pts up · at or above the floor — authorable
"
planner-132-actual.txt,115,F,"  29144.50 Demand·1h — 575.50 pts up · at or above the floor — authorable
"
planner-132-actual.txt,116,F,"  29199.25 RTH-L — 520.75 pts up · at or above the floor — authorable
"
planner-132-actual.txt,117,F,"  29481.50 ONL — 238.50 pts up · at or above the floor — authorable
"
planner-132-actual.txt,118,F,"  29533.94 VWAP−1σ — none — no break
"
planner-132-actual.txt,119,F,"  29553.75 OR-L — none — no break
"
planner-132-actual.txt,120,F,"  29585.00 RTH-H — none — no break
"
planner-132-actual.txt,121,F,"  29597.25 PDC — none — no break
"
planner-132-actual.txt,122,F,"  29601.00 PDH — none — no break
"
planner-132-actual.txt,123,F,"  29635.00 OR-H — none — no break
"
planner-132-actual.txt,124,F,"  29720.00 ONH — 238.50 pts down · at or above the floor — authorable
"
planner-132-actual.txt,125,F,"  29767.50 Supply·4h — 286.00 pts down · at or above the floor — authorable
"
planner-132-actual.txt,126,F,"
"
planner-132-actual.txt,127,I,"## Ranked levels (Go-graded; you never re-sort)
"
planner-132-actual.txt,128,I,"## Consumed levels (already role-flipped — plan AROUND them; a re-test is a NEW setup)
"
planner-132-actual.txt,129,F,"- 29481.50 ONL
"
planner-132-actual.txt,130,F,"- 29533.94 VWAP−1σ
"
planner-132-actual.txt,131,F,"- 29553.75 OR-L
"
planner-132-actual.txt,132,F,"- 29585.00 RTH-H
"
planner-132-actual.txt,133,F,"- 29597.25 PDC
"
planner-132-actual.txt,134,F,"- 29601.00 PDH
"
planner-132-actual.txt,135,F,"- 29635.00 OR-H
"
planner-132-actual.txt,136,F,"- 29720.00 ONH
"
planner-132-actual.txt,137,F,"- 29199.25 RTH-L
"
planner-132-actual.txt,138,F,"- 29144.50 Demand·1h
"
planner-132-actual.txt,139,F,"- 29075.00 PDL
"
planner-132-actual.txt,140,F,"
"
planner-132-actual.txt,141,I,"## FRESH FVGs (machine-computed candidates — author fvg_entry ONLY from this list; if empty, do NOT author any fvg_entry; if NON-empty and a candidate's direction agrees with your bias, an fvg_entry is EXPECTED unless you state why not in one line)
"
planner-132-actual.txt,142,F,"(none fresh right now)
"
planner-132-actual.txt,143,F,"
"
planner-132-actual.txt,144,F,"  29481.50  ONL                  grade A  fresh    liquidity_break -22.2
"
planner-132-actual.txt,145,F,"  29533.94  VWAP−1σ              grade A  fresh    magnet_meanrevert +30.2
"
planner-132-actual.txt,146,F,"  29553.75  OR-L                 grade C  flipped  target_only     +50.0
"
planner-132-actual.txt,147,F,"  29585.00  RTH-H                grade B  flipped  target_only     +81.2
"
planner-132-actual.txt,148,F,"  29597.25  PDC                  grade B  flipped  target_only     +93.5
"
planner-132-actual.txt,149,F,"  29601.00  PDH                  grade B  flipped  target_only     +97.2
"
planner-132-actual.txt,150,F,"  29635.00  OR-H                 grade C  flipped  target_only     +131.2
"
planner-132-actual.txt,151,F,"  29720.00  ONH                  grade A  fresh    liquidity_break +216.2
"
planner-132-actual.txt,152,F,"  29767.50  Supply·4h (HTF)      grade A  fresh    react_zone      +263.8
"
planner-132-actual.txt,153,F,"  29199.25  RTH-L                grade A  fresh    react_zone      -304.5
"
planner-132-actual.txt,154,F,"  29144.50  Demand·1h (HTF)      grade A  fresh    react_zone      -359.2
"
planner-132-actual.txt,155,F,"  29075.00  PDL                  grade A  fresh    react_zone      -428.8
"
planner-132-actual.txt,156,F,"
"
planner-132-actual.txt,157,I,"## Level roles (machine-assigned, 5-line playbook)
"
planner-132-actual.txt,158,I,"role playbook: magnet_meanrevert = price gravitates back (fade/reversion setups) · liquidity_break = resting stops (break or sweep-reclaim, never a blind fade) · react_zone = first-touch reaction reference (reject/hold evidence) · target_only = take-profit / invalid reference only, NEVER an entry trigger · pivot = the auction's fulcrum (bias flips measured against it).
"
planner-132-actual.txt,159,F,"
"
planner-132-actual.txt,160,F,"bias_ctx: price 29503.75 · 57.3 vs VWAP 29446.49 · -93.5 vs PDC 29597.25 · inside value area (29327.62–29720.00) · nearest magnet VWAP−1σ (+30.2) · nearest liquidity ONL (-22.2)
"
planner-132-actual.txt,161,F,"
"
planner-132-actual.txt,162,F,"## Structure (1 line/TF)
"
planner-132-actual.txt,163,F,"  D: unavailable
"
planner-132-actual.txt,164,F,"  4h: unavailable
"
planner-132-actual.txt,165,F,"  1h: TRENDING_UP (HH 29720.00 @08:00 CT)
"
planner-132-actual.txt,166,F,"  15m: TRENDING_DOWN (LH 29692.00 @09:00 CT)
"
planner-132-actual.txt,167,F,"  5m: RANGING (LL 29491.00 @10:05 CT)
"
planner-132-actual.txt,168,F,"  last event: SWEEP-down 5m @10:25 CT
"
planner-132-actual.txt,169,F,"
"
planner-132-actual.txt,170,I,"## HTF zones (nearest first — confluence references, NEVER standalone triggers)
"
planner-132-actual.txt,171,F,"  29503.38  OB(bear)·4h    grade C  -0.4 (HTF zone)
"
planner-132-actual.txt,172,F,"  29863.50  OB(bull)·4h    grade C  +359.8 (HTF zone)
"
planner-132-actual.txt,173,F,"  29927.12  OB(bear)·4h    grade C  +423.4 (HTF zone)
"
planner-132-actual.txt,174,F,"  29947.75  OB(bull)·4h    grade C  +444.0 (HTF zone)
"
planner-132-actual.txt,175,F,"
"
planner-132-actual.txt,176,F,"## Calendar (this session's window — times CT)
"
planner-132-actual.txt,177,F,  07:30 USD T1 — Average Hourly Earnings m/m
planner-132-actual.txt,177,I," (HARD no-trade blackout — the machine writes and enforces it; stand aside around it)
"
planner-132-actual.txt,178,F,  07:30 USD T1 — Non-Farm Employment Change
planner-132-actual.txt,178,I," (HARD no-trade blackout — the machine writes and enforces it; stand aside around it)
"
planner-132-actual.txt,179,F,  07:30 USD T1 — Unemployment Rate
planner-132-actual.txt,179,I," (HARD no-trade blackout — the machine writes and enforces it; stand aside around it)
"
planner-132-actual.txt,180,F,"
"
planner-132-actual.txt,181,F,"## Recent context (digest chain)
"
planner-132-actual.txt,182,F,"  LONDON 2026-09-04 — —
"
planner-132-actual.txt,183,F,"0 entries · realized +0.0
"
planner-132-actual.txt,184,F,"outcome: flat
"
planner-132-actual.txt,185,F,"  NY 2026-09-04 — —
"
planner-132-actual.txt,186,F,"0 entries · realized +0.0
"
planner-132-actual.txt,187,F,"outcome: flat
"
planner-132-actual.txt,188,F,"  ASIA 2026-09-04 — —
"
planner-132-actual.txt,189,F,"0 entries · realized +0.0
"
planner-132-actual.txt,190,F,"outcome: flat
"
planner-132-actual.txt,191,F,"  2026-09-03 (daily) — —
"
planner-132-actual.txt,192,F,"3 session(s), 1 entries · realized -140.0
"
planner-132-actual.txt,193,F,"outcome: red
"
planner-132-actual.txt,194,F,"learning: avg MAE 23.2 · avg MFE 24.7 (n=20 of 20) · adherence map[A:5 B:4 C:3 D:7 F:1] · plan v[2 5 3 3 7 5 3 6 4 3 2 6 4 4 3 3]
"
planner-132-actual.txt,195,F,"errors today: 1 (types: no_balance_frame), decisions lost: 0
"
planner-132-actual.txt,196,F,"errors today: 1 (types: no_balance_frame), decisions lost: 0
"
planner-132-actual.txt,197,F,"  2026-09-02 (daily) — —
"
planner-132-actual.txt,198,F,"3 session(s), 4 entries · realized -381.5
"
planner-132-actual.txt,199,F,"outcome: red
"
planner-132-actual.txt,200,F,"learning: avg MAE 20.6 · avg MFE 23.4 · adherence map[A:4 B:4 C:3 D:7 F:2] · plan v[5 3 3 7 5 3 6 4 3 2 6 4 4 3 3]
"
planner-132-actual.txt,201,F,"errors today: 145 (types: guardrail_would_trip, no_balance_frame), decisions lost: 0
"
planner-132-actual.txt,202,F,"errors today: 145 (types: guardrail_would_trip, no_balance_frame), decisions lost: 0
"
planner-132-actual.txt,203,F,"  2026-09-01 (daily) — —
"
planner-132-actual.txt,204,F,"3 session(s), 6 entries · realized +212.0
"
planner-132-actual.txt,205,F,"outcome: green
"
planner-132-actual.txt,206,F,"learning: avg MAE 13.4 · avg MFE 28.1 · adherence map[A:3 B:4 C:4 D:7 F:2] · plan v[3 4 3 2 6 4 4 3 3 5 1 6 12]
"
planner-132-actual.txt,207,F,"errors today: 234 (types: guardrail_would_trip, no_balance_frame), decisions lost: 0
"
planner-132-actual.txt,208,F,"errors today: 234 (types: guardrail_would_trip, no_balance_frame), decisions lost: 0
"
planner-132-actual.txt,209,F,"  2026-08-31 (daily) — —
"
planner-132-actual.txt,210,F,"  2026-08-28 (daily) — —
"
planner-132-actual.txt,211,F,"  2026-08-27 (daily) — —
"
planner-132-actual.txt,212,F,"  2026-08-26 (daily) — —
"
planner-132-actual.txt,213,F,"
"
planner-132-actual.txt,214,I,"## Prior plan invalidation (MANDATORY context)
"
planner-132-actual.txt,215,F,"  level event: seated OB(bull)·4h invalidated: close 29540.25 below 29863.50 (noise 8.37)
"
planner-132-actual.txt,216,F,"
"
planner-132-actual.txt,217,I,"## Prior plan levels (continuity — carry over or re-anchor by price, do not silently drop the set)
"
planner-132-actual.txt,218,F,"- 29863.50 OB(bull)·4h
"
planner-132-actual.txt,219,F,"- 29720.00 ONH
"
planner-132-actual.txt,220,F,"- 29657.38 Supply·1h (HTF)
"
planner-132-actual.txt,221,F,"- 29635.00 OR-H
"
planner-132-actual.txt,222,F,"- 29601.00 PDH
"
planner-132-actual.txt,223,F,"- 29597.25 PDC
"
planner-132-actual.txt,224,F,"- 29591.02 VWAP
"
planner-132-actual.txt,225,F,"- 29553.75 OR-L
"
planner-132-actual.txt,226,F,"- 29503.38 OB(bear)·4h
"
planner-132-actual.txt,227,F,"- 29481.50 ONL
"
planner-132-actual.txt,228,F,"
"
planner-132-actual.txt,229,I,"## Anchor roles (week evidence, advisory)
"
planner-132-actual.txt,230,I,"  ONH/ONL = LIQUIDITY/BREAKOUT references — broken intraday ~94% of days (2,827-day NQ sample). Fade ONLY on a confirmed sweep-reclaim (wick through + close back inside on the decision TF). Otherwise treat them as targets / breakout-retest anchors, never fade walls.
"
planner-132-actual.txt,231,I,"
"
planner-132-actual.txt,232,I,"## BIAS-TREE (machine branches — your reasoning MUST state the branch you took, e.g. ""bias-tree: inside-day long LOW"")
"
planner-132-actual.txt,233,I,"  1. close > PDH → bull-continuation, conviction HIGH
"
planner-132-actual.txt,234,I,"  2. sweep of PDH + close back inside → bear, conviction MEDIUM  (mirror: sweep PDL + close inside → bull MEDIUM)
"
planner-132-actual.txt,235,I,"  3. inside the day (between PDH/PDL) → direction of close vs PDC (prior close), conviction LOW
"
planner-132-actual.txt,236,I,"  4. closed OUTSIDE the prior day's range but now inside → NO bias (write neutral; trade the structure, not a thesis)
"
planner-132-actual.txt,237,I,"  5. premium/discount: longs ONLY below the 50% mark of the dealing range, shorts ONLY above it
"
planner-132-actual.txt,238,I,"  6. draw-on-liquidity: the runner target is the DRAW — the nearest opposing liquidity pool beyond the first target
"
planner-132-actual.txt,239,F,"  computed: PDH 29601.00 · PDL 29075.00 · PDC 29597.25 · dealing range 29075.00–29601.00 · price at 82% of the range (PREMIUM — longs disallowed by branch 5) · facts match branch 3 (inside day; close short PDC → short LOW) · draw/liquidity: ONL (-22.2)
"
planner-132-actual.txt,240,F,"
"
planner-132-actual.txt,241,F,bias: AI yours · tree short · regime up
planner-132-actual.txt,241,I," — labels only, no MUST on either
"
planner-132-actual.txt,242,F,"
"
planner-132-actual.txt,243,I,"## Priority setup — THE CHAIN (A2, week evidence, advisory)
"
planner-132-actual.txt,244,I,"  The A-setup: sweep of a pool → displacement → FVG retrace at a Tier-1/fresh-zone origin, inside a killzone. fvg_entry scenarios SHOULD declare ""chain_after"": ""S#"" naming the sweep_reclaim that swept the origin pool. entry_mode=ce is the DEFAULT; edge only for A-grade HTF-confluent origins. Stop beyond the sweep extreme; T1 = first opposing pool; the runner = the draw. Citation: raw-FVG carries no standalone edge (40k-sample null) — the edge is conditional on the sweep→displacement chain.
"
planner-132-actual.txt,245,I,"
"
planner-132-actual.txt,246,I,"## No-trade gates (the machine enforces the windows below; the rest are yours to weigh — skip the day if they stack up)
"
planner-132-actual.txt,247,I,"  - balance-day (open inside prior value area AND VAs overlap) → edges-only, or skip
"
planner-132-actual.txt,248,I,"  - opening gap >1.2×ATR or open outside the prior range → NEVER fade; the gap is a target
"
planner-132-actual.txt,249,I,"  - no A/B zone in reach AND no pool swept by 09:30 CT → declare the skip in the plan
"
planner-132-actual.txt,250,I,"  - lunch 12:00–13:30 CT: no new entries (hard-gated — entries inside it are refused)
"
planner-132-actual.txt,251,I,"  - Tier-1 news → stand aside until a fresh post-news swing prints
"
planner-132-actual.txt,252,I,"
"
planner-132-actual.txt,253,I,"## Killzone weighting (advisory)
"
planner-132-actual.txt,254,I,"  NY AM 07:30–10:00 CT is the primary window; 09:00–10:00 CT is the premium FVG window; mind the macro minutes. Conviction: down on Monday, up Thursday/Friday.
"
planner-132-actual.txt,255,I,"
"
planner-132-actual.txt,256,I,"## STOP-DOING (week evidence, advisory)
"
planner-132-actual.txt,257,I,"  acceptance entries WITHOUT a prior sweep + displacement are 0% win evidence — skip them (A5).
"
planner-132-actual.txt,258,I,"
"
planner-132-actual.txt,259,I,"## OUTPUT — one JSON object, reasoning FIRST, no prose outside it
"
planner-132-actual.txt,260,S,"{
"
